ID do museu,Dificuldade locomoção,Deficiencia Visual e Auditiva,Pessoa Estrangeira,Grupos_Acessibilidade_Filtro
83672,Não possui,Não possui,Não possui,
83673,"Corrimão nas escadas e rampas, Rampa de acesso, Elevador, Sanitário adaptado, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos, Cadeira de rodas para uso do visitante, Circuito de visitação adaptado, Elevador adaptado",Não possui,Não possui,"Apoio humano ou equipamentos para assistência, Acesso e mobilidade (Locomoção)"
83674,"Corrimão nas escadas e rampas, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos",Folhete em Braille,Não possui,Acesso e mobilidade (Locomoção)
83675,Não possui,Não possui,Não possui,
83676,Corrimão nas escadas e rampas,Não possui,Material de divulgação impresso,"Apoio humano ou equipamentos para assistência, Acesso e mobilidade (Locomoção)"
83678,"Rampa de acesso, Sanitário adaptado, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos, Banheiros adaptados, Circuito de visitação adaptado","Sinalização tátil, Visita tátil","Guia, monitor e/ou mediador","Recursos Sensoriais (Visual e Tátil), Acesso e mobilidade (Locomoção)"
83679,"Rampa de acesso, Sanitário adaptado, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos, Banheiros adaptados, Circuito de visitação adaptado, Bebedouro adaptado","Sinalização tátil, Tradutor de Língua Brasileira de Sinais (LIBRAS)","Guia, monitor e/ou mediador","Recursos Sensoriais (Visual e Tátil), Acesso e mobilidade (Locomoção)"
83680,Corrimão nas escadas e rampas,Não possui,Não possui,Acesso e mobilidade (Locomoção)
83681,Rampa de acesso,Tradutor de Língua Brasileira de Sinais (LIBRAS),Informações das exposições em conteúdo bilíngue,Acesso e mobilidade (Locomoção)
83682,"Corrimão nas escadas e rampas, Rampa de acesso, Elevador, Sanitário adaptado, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos, Banheiros adaptados, Elevador adaptado, Bebedouro adaptado",Sinalização tátil,Não possui,"Recursos Sensoriais (Visual e Tátil), Acesso e mobilidade (Locomoção)"
83683,"Corrimão nas escadas e rampas, Rampa de acesso, Sanitário adaptado, Banheiros adaptados",Não possui,Não possui,"Acesso e mobilidade (Locomoção)"
83684,Não possui,Não possui,Não possui,
83685,"Rampa de acesso, Sanitário adaptado, Vaga de estacionamento exclusiva para deficientes e/ou idosos",Não possui,Não possui,"Acesso e mobilidade (Locomoção)"
83686,Não possui,Não possui,Não possui,
83687,"Rampa de acesso, Sanitário adaptado, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos",Não possui,"Material de divulgação impresso, Audioguia","Apoio humano ou equipamentos para assistência, Acesso e mobilidade (Locomoção), Recursos de Comunicação (Auditiva e Idiomas)"
83689,"Corrimão nas escadas e rampas, Elevador, Vaga de estacionamento exclusiva para deficientes e/ou idosos",Não possui,Não possui,Acesso e mobilidade (Locomoção)
83690,Não possui,Não possui,Não possui,
83691,Não possui,Não possui,Não possui,
83692,Não possui,Não possui,Não possui,
83693,Rampa de acesso,Não possui,Não possui,Acesso e mobilidade (Locomoção)
83694,"Rampa de acesso, Sanitário adaptado, Vaga de estacionamento exclusiva para deficientes e/ou idosos",Não possui,Não possui,"Acesso e mobilidade (Locomoção)"
83695,Não informado,Não informado,Não informado,
83696,"Rampa de acesso, As salas e espaços de visitação possuem ambientes amplos para circulação, e diante de agendamentos e programações realizamos adaptações pontuais para um atendimento mais confortável ao visitante",Não possui,"Guia, monitor e/ou mediador",Acesso e mobilidade (Locomoção)
83697,Não possui,Não possui,Material de divulgação impresso,Apoio humano ou equipamentos para assistência
83698,Não possui,Não possui,Não possui,
83699,Elevador,Não possui,Não possui,Acesso e mobilidade (Locomoção)
83700,Não possui,Não possui,Não possui,
83701,Não possui,Não possui,Não possui,
83702,"Rampa de acesso, Bebedouro adaptado",Obras e reproduções táteis,Não possui,"Acesso e mobilidade (Locomoção)"
83703,"Rampa de acesso, Elevador",Não possui,Site em outros idiomas,"Acesso e mobilidade (Locomoção), Recursos de Comunicação (Auditiva e Idiomas)"
83704,"Corrimão nas escadas e rampas, Rampa de acesso, Sanitário adaptado, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos, Elevador adaptado",Não possui,Não possui,"Acesso e mobilidade (Locomoção)"
83706,"Rampa de acesso, Banheiros adaptados",Não possui,Não possui,"Acesso e mobilidade (Locomoção)"
83705,"Rampa de acesso, Elevador, Sanitário adaptado, Banheiros adaptados, Elevador adaptado",Não possui,Não possui,"Acesso e mobilidade (Locomoção)"
83707,"Corrimão nas escadas e rampas, Rampa de acesso, Sanitário adaptado, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos, Banheiros adaptados, Circuito de visitação adaptado",Não possui,Não possui,"Acesso e mobilidade (Locomoção)"
83708,"Rampa de acesso, Elevador adaptado",Piso tátil,Não possui,"Recursos Sensoriais (Visual e Tátil), Acesso e mobilidade (Locomoção)"
83709,Não possui,Não possui,Não possui,
83710,Não possui,Não possui,Não possui,
83711,"Corrimão nas escadas e rampas, Rampa de acesso, Elevador, Vaga de estacionamento exclusiva para idosos, Banheiros adaptados, Circuito de visitação adaptado, Bebedouro adaptado","Obras e reproduções táteis, Texto/Etiquetas em Braille","Guia, monitor e/ou mediador","Acesso e mobilidade (Locomoção)"
83713,"Corrimão nas escadas e rampas, Elevador, Sanitário adaptado, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos, Cadeira de rodas para uso do visitante, Banheiros adaptados, Elevador adaptado, Bebedouro adaptado",Sinalização tátil,Não possui,"Recursos Sensoriais (Visual e Tátil), Apoio humano ou equipamentos para assistência, Acesso e mobilidade (Locomoção)"
83712,Não informado,Sinalização tátil,Não possui,Recursos Sensoriais (Visual e Tátil)
83714,"Elevador, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Banheiros adaptados",Não possui,"Guia, monitor e/ou mediador","Acesso e mobilidade (Locomoção)"
83715,"Rampa de acesso, Sanitário adaptado, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos, Cadeira de rodas para uso do visitante, Banheiros adaptados, Bebedouro adaptado",Não possui,"Guia, monitor e/ou mediador, Material de divulgação impresso","Apoio humano ou equipamentos para assistência, Acesso e mobilidade (Locomoção)"
83717,Não possui,Não possui,Não possui,
83716,"Corrimão nas escadas e rampas, Rampa de acesso, Elevador, Sanitário adaptado, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Cadeira de rodas para uso do visitante, Banheiros adaptados, Circuito de visitação adaptado, Elevador adaptado","Maquetes táteis ou mapas em relevo, Obras e reproduções táteis","Guia, monitor e/ou mediador, Sinalização visual, Material de divulgação impresso","Apoio humano ou equipamentos para assistência, Acesso e mobilidade (Locomoção), Recursos de Comunicação (Auditiva e Idiomas)"
83719,"Corrimão nas escadas e rampas, Rampa de acesso, Elevador, Sanitário adaptado, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos, Cadeira de rodas para uso do visitante, Banheiros adaptados, Circuito de visitação adaptado","Guia multimídia (audioguia com monitor), Maquetes táteis ou mapas em relevo, Obras e reproduções táteis, Texto/Etiquetas em Braille","Guia, monitor e/ou mediador, Sinalização visual","Apoio humano ou equipamentos para assistência, Acesso e mobilidade (Locomoção), Recursos de Comunicação (Auditiva e Idiomas)"
83718,Rampa de acesso,Não possui,Não possui,Acesso e mobilidade (Locomoção)
83721,"Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos",Não possui,Não possui,Acesso e mobilidade (Locomoção)
83720,"Corrimão nas escadas e rampas, Rampa de acesso, Sanitário adaptado, Circuito de visitação adaptado, Elevador adaptado","Guia multimídia (audioguia com monitor), Obras e reproduções táteis, Tradutor de Língua Brasileira de Sinais (LIBRAS), Audiodescrição das obras pelos monitores da mediação","Guia, monitor e/ou mediador, Sinalização visual, Material de divulgação impresso","Apoio humano ou equipamentos para assistência, Acesso e mobilidade (Locomoção), Recursos de Comunicação (Auditiva e Idiomas)"
83722,"Sanitário adaptado, Banheiros adaptados",Não possui,Não possui,Acesso e mobilidade (Locomoção)
83723,"Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos, Circuito de visitação adaptado",Não possui,Não possui,Acesso e mobilidade (Locomoção)
83724,Corrimão nas escadas e rampas,Não possui,Material de divulgação impresso,"Apoio humano ou equipamentos para assistência, Acesso e mobilidade (Locomoção)"
83725,Não informado,Não informado,Não informado,
83727,"Rampa de acesso, Sanitário adaptado, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos, Cadeira de rodas para uso do visitante, Banheiros adaptados, Bebedouro adaptado",Não possui,Não possui,"Apoio humano ou equipamentos para assistência, Acesso e mobilidade (Locomoção)"
83730,"Rampa de acesso, Sanitário adaptado, Vaga de estacionamento exclusiva para deficientes e/ou idosos",Não possui,"Guia, monitor e/ou mediador","Acesso e mobilidade (Locomoção)"
83728,"Corrimão nas escadas e rampas, Elevador, Elevador adaptado",Um vídeo de curta metragem animado com um tradutor de LIBRAS,"Guia, monitor e/ou mediador",Acesso e mobilidade (Locomoção)
83731,"Rampa de acesso, Sanitário adaptado, Banheiros adaptados",Não possui,"Guia, monitor e/ou mediador","Acesso e mobilidade (Locomoção)"
83732,"Corrimão nas escadas e rampas, Rampa de acesso, Sanitário adaptado, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos, Banheiros adaptados, Circuito de visitação adaptado, Elevador adaptado, Bebedouro adaptado",Sinalização tátil,Professor voluntário faz o atendimento a estrangeiros,"Recursos Sensoriais (Visual e Tátil), Acesso e mobilidade (Locomoção)"
83737,Rampa de acesso,Não possui,Não possui,Acesso e mobilidade (Locomoção)
83733,"Corrimão nas escadas e rampas, Rampa de acesso, Sanitário adaptado, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Banheiros adaptados","Sinalização tátil, Existência de piso tátil nos corredores externos.",Não possui,"Recursos Sensoriais (Visual e Tátil), Acesso e mobilidade (Locomoção)"
83738,"Corrimão nas escadas e rampas, Rampa de acesso, Sanitário adaptado, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos, Banheiros adaptados, Circuito de visitação adaptado",Obras e reproduções táteis,"Guia, monitor e/ou mediador","Acesso e mobilidade (Locomoção)"
83734,"Rampa de acesso, Sanitário adaptado",Não possui,Não possui,"Acesso e mobilidade (Locomoção)"
83739,"Vaga de estacionamento exclusiva para deficientes e/ou idosos, Cadeira de rodas para uso do visitante, Elevador adaptado, Carrinho para bebê",Obras e reproduções táteis,"Guia, monitor e/ou mediador, Sinalização visual, Material de divulgação impresso","Apoio humano ou equipamentos para assistência, Acesso e mobilidade (Locomoção), Recursos de Comunicação (Auditiva e Idiomas)"
83740,Não possui,Não possui,Não possui,
83741,"Corrimão nas escadas e rampas, Rampa de acesso, Sanitário adaptado, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Cadeira de rodas para uso do visitante, Banheiros adaptados",Não possui,Sinalização visual,"Apoio humano ou equipamentos para assistência, Acesso e mobilidade (Locomoção), Recursos de Comunicação (Auditiva e Idiomas)"
83742,"Elevador, Vaga de estacionamento exclusiva para deficientes e/ou idosos",Não possui,"Guia, monitor e/ou mediador",Acesso e mobilidade (Locomoção)
83745,"Corrimão nas escadas e rampas, Rampa de acesso, Sanitário adaptado, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos, Banheiros adaptados",Piso tátil,Não possui,"Recursos Sensoriais (Visual e Tátil), Acesso e mobilidade (Locomoção)"
83746,"Corrimão nas escadas e rampas, Rampa de acesso, Sanitário adaptado, Banheiros adaptados",Não possui,Não possui,"Acesso e mobilidade (Locomoção)"
83743,"Corrimão nas escadas e rampas, Rampa de acesso, Elevador, Sanitário adaptado, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Cadeira de rodas para uso do visitante, Banheiros adaptados, Circuito de visitação adaptado, Elevador adaptado, Bebedouro adaptado","Guia multimídia (audioguia com monitor), Sinalização tátil, Texto/Etiquetas em Braille, Tradutor de Língua Brasileira de Sinais (LIBRAS)","Guia, monitor e/ou mediador","Recursos Sensoriais (Visual e Tátil), Apoio humano ou equipamentos para assistência, Acesso e mobilidade (Locomoção)"
83747,Não possui,Não possui,Não possui,
83748,Não informado,Não informado,Não informado,
83750,Não possui,Não possui,Não possui,
83751,"Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos",Piso tátil,Não possui,"Recursos Sensoriais (Visual e Tátil), Acesso e mobilidade (Locomoção)"
83752,"Rampa de acesso, Circuito de visitação adaptado",Não possui,"Guia, monitor e/ou mediador",Acesso e mobilidade (Locomoção)
83753,"Corrimão nas escadas e rampas, Elevador, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos",Não possui,Não possui,Acesso e mobilidade (Locomoção)
83755,Não possui,Não possui,Não possui,
83756,"Rampa de acesso, Sanitário adaptado",Não possui,"Guia, monitor e/ou mediador","Acesso e mobilidade (Locomoção)"
83757,Não possui,Não possui,Não possui,
83758,Não possui,Não possui,"Guia, monitor e/ou mediador, Material de divulgação impresso",Apoio humano ou equipamentos para assistência
83760,"Corrimão nas escadas e rampas, Circuito de visitação adaptado",Não possui,Não possui,Acesso e mobilidade (Locomoção)
83761,Não possui,Não possui,Não possui,
83764,Sanitário adaptado,Não possui,Não possui,Acesso e mobilidade (Locomoção)
83765,"Corrimão nas escadas e rampas, Elevador, Sanitário adaptado, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos, Banheiros adaptados, Elevador adaptado",Não possui,Não possui,"Acesso e mobilidade (Locomoção)"
83766,"Corrimão nas escadas e rampas, Rampa de acesso, Sanitário adaptado, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos, Banheiros adaptados, Circuito de visitação adaptado",Não possui,Não possui,"Acesso e mobilidade (Locomoção)"
83767,Não possui,Não possui,Não possui,
83768,"Corrimão nas escadas e rampas, Rampa de acesso, Sanitário adaptado, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos, Cadeira de rodas para uso do visitante, Bebedouro adaptado",Não possui,Não possui,"Apoio humano ou equipamentos para assistência, Acesso e mobilidade (Locomoção)"
83770,"Corrimão nas escadas e rampas, Sanitário adaptado, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos",Não possui,Não possui,"Acesso e mobilidade (Locomoção)"
83769,"Corrimão nas escadas e rampas, Rampa de acesso, Elevador, Sanitário adaptado, Cadeira de rodas para uso do visitante, Circuito de visitação adaptado","Sinalização tátil, Tradutor de Língua Brasileira de Sinais (LIBRAS)","Guia, monitor e/ou mediador","Recursos Sensoriais (Visual e Tátil), Apoio humano ou equipamentos para assistência, Acesso e mobilidade (Locomoção)"
83771,Não possui,Não possui,Não possui,
83772,Não possui,Não possui,Não possui,
83773,Não possui,Não possui,Não possui,
83774,Não possui,Não possui,Não possui,
83775,Corrimão nas escadas e rampas,Obras e reproduções táteis,Não possui,Acesso e mobilidade (Locomoção)
83776,Não possui,Não possui,Não possui,
83777,Não possui,Não possui,Não possui,
83778,"Corrimão nas escadas e rampas, Rampa de acesso, Elevador, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos, Circuito de visitação adaptado, Elevador adaptado",Não possui,Não possui,Acesso e mobilidade (Locomoção)
83779,"Rampa de acesso, Sanitário adaptado, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos",Não possui,Sinalização visual,"Acesso e mobilidade (Locomoção), Recursos de Comunicação (Auditiva e Idiomas)"
83780,Rampa de acesso,Não possui,Não possui,Acesso e mobilidade (Locomoção)
83781,Não possui,Não possui,Não possui,
83782,Não possui,Não possui,Não possui,
83783,"Elevador, Sanitário adaptado, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Banheiros adaptados, Circuito de visitação adaptado","Maquetes táteis ou mapas em relevo, Obras e reproduções táteis, Sinalização tátil, Texto/Etiquetas em Braille","Guia, monitor e/ou mediador, Material de divulgação impresso","Recursos Sensoriais (Visual e Tátil), Apoio humano ou equipamentos para assistência, Acesso e mobilidade (Locomoção)"
83784,"Rampa de acesso, Possui rampa em todas as estações exceto Casa dos Azulejos e Museu do Divino",Não possui,Não possui,Acesso e mobilidade (Locomoção)
83785,Não possui,Não possui,Não possui,
83786,Não possui,Não possui,Não possui,
83787,"Corrimão nas escadas e rampas, Rampa de acesso, Sanitário adaptado, Banheiros adaptados","Sinalização tátil, Tradutor de Língua Brasileira de Sinais (LIBRAS), Áudio dos textos apresentados nos totens digitais, que é reproduzido através de fones de ouvido","Guia, monitor e/ou mediador","Recursos Sensoriais (Visual e Tátil), Acesso e mobilidade (Locomoção)"
83788,"Corrimão nas escadas e rampas, Rampa de acesso, Sanitário adaptado, Vaga de estacionamento exclusiva para deficientes e/ou idosos",Texto/Etiquetas em Braille,"Guia, monitor e/ou mediador, Sinalização visual, Material de divulgação impresso","Apoio humano ou equipamentos para assistência, Acesso e mobilidade (Locomoção), Recursos de Comunicação (Auditiva e Idiomas)"
83789,Não possui,Não possui,Não possui,
83790,"Rampa de acesso, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos, Circuito de visitação adaptado",Não possui,"Guia, monitor e/ou mediador",Acesso e mobilidade (Locomoção)
83791,Rampa de acesso,Não possui,Não possui,Acesso e mobilidade (Locomoção)
83792,Não possui,Não possui,Não possui,
83793,"Corrimão nas escadas e rampas, Rampa de acesso, Elevador, Sanitário adaptado, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos, Banheiros adaptados, Elevador adaptado, Bebedouro adaptado",Tradutor de Língua Brasileira de Sinais (LIBRAS),Não possui,"Acesso e mobilidade (Locomoção)"
83794,Rampa de acesso,Não possui,Não possui,Acesso e mobilidade (Locomoção)
83796,"Sanitário adaptado, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos",Não possui,Não possui,"Acesso e mobilidade (Locomoção)"
83795,Rampa de acesso,Não possui,"Guia, monitor e/ou mediador",Acesso e mobilidade (Locomoção)
83798,"Rampa de acesso, Elevador, Sanitário adaptado, Banheiros adaptados, Circuito de visitação adaptado, Elevador adaptado, Bebedouro adaptado",Tradutor de Língua Brasileira de Sinais (LIBRAS),"Guia, monitor e/ou mediador, Material de divulgação impresso","Apoio humano ou equipamentos para assistência, Acesso e mobilidade (Locomoção)"
83799,"Corrimão nas escadas e rampas, Rampa de acesso, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos",Não possui,Não possui,Acesso e mobilidade (Locomoção)
83800,"Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos",Não possui,Não possui,Acesso e mobilidade (Locomoção)
83801,Não possui,Não possui,"Guia, monitor e/ou mediador, Material de divulgação impresso",Apoio humano ou equipamentos para assistência
83802,"Corrimão nas escadas e rampas, Rampa de acesso, Elevador, Sanitário adaptado, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos, Circuito de visitação adaptado",Sinalização tátil,"Guia, monitor e/ou mediador","Recursos Sensoriais (Visual e Tátil), Acesso e mobilidade (Locomoção)"
83803,"Corrimão nas escadas e rampas, Rampa de acesso, Sanitário adaptado, Cadeira de rodas para uso do visitante, Bebedouro adaptado","Maquetes táteis ou mapas em relevo, Obras e reproduções táteis","Guia, monitor e/ou mediador, Sinalização visual, Material de divulgação impresso, Audioguia","Apoio humano ou equipamentos para assistência, Acesso e mobilidade (Locomoção), Recursos de Comunicação (Auditiva e Idiomas)"
83804,"Corrimão nas escadas e rampas, Elevador, Sanitário adaptado, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos",Não possui,Não possui,"Acesso e mobilidade (Locomoção)"
83805,Não possui,Não possui,Não possui,
83806,Não possui,Não possui,Não possui,
83807,"Corrimão nas escadas e rampas, Rampa de acesso, Elevador, Sanitário adaptado, Cadeira de rodas para uso do visitante, Banheiros adaptados, Circuito de visitação adaptado, Elevador adaptado, Bebedouro adaptado",Sinalização tátil,Não possui,"Recursos Sensoriais (Visual e Tátil), Apoio humano ou equipamentos para assistência, Acesso e mobilidade (Locomoção)"
83808,Espaço para cadeiras de rodas na sala de espetáculo,Não possui,Não possui,
83809,"Corrimão nas escadas e rampas, Rampa de acesso, Sanitário adaptado, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos, Cadeira de rodas para uso do visitante, Banheiros adaptados, Circuito de visitação adaptado, Elevador adaptado, Bebedouro adaptado","Sinalização tátil, Tradutor de Língua Brasileira de Sinais (LIBRAS)","Guia, monitor e/ou mediador, Sinalização visual, Material de divulgação impresso, Guia que atende em inglês e espanhol","Acesso e mobilidade (Locomoção), Recursos Sensoriais (Visual e Tátil), Apoio humano ou equipamentos para assistência, Recursos de Comunicação (Auditiva e Idiomas)"
83810,"Corrimão nas escadas e rampas, Rampa de acesso, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos, Circuito de visitação adaptado",Sinalização tátil,Não possui,"Recursos Sensoriais (Visual e Tátil), Acesso e mobilidade (Locomoção)"
83812,Não possui,Não possui,Não possui,
83813,"Corrimão nas escadas e rampas, Rampa de acesso, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos, Elevador adaptado",Não informado,Não informado,Acesso e mobilidade (Locomoção)
83811,Não possui,Não possui,Não possui,
83814,Não possui,Não possui,Não possui,
83815,Não possui,Não possui,Não possui,
83816,Não possui,Não possui,Não possui,
83817,Não possui,Não possui,Não possui,
83818,Não possui,Não possui,"Guia, monitor e/ou mediador",
83819,"Elevador, Circuito de visitação adaptado, Elevador adaptado",Não possui,Não possui,Acesso e mobilidade (Locomoção)
83820,Não informado,Não informado,Não informado,
83822,Não possui,Não possui,Não possui,
83824,"Corrimão nas escadas e rampas, Rampa de acesso, Sanitário adaptado, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos, Banheiros adaptados, Bebedouro adaptado",Não possui,Material de divulgação impresso,"Apoio humano ou equipamentos para assistência, Acesso e mobilidade (Locomoção)"
83821,"Corrimão nas escadas e rampas, Sanitário adaptado, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos, Banheiros adaptados, Elevador adaptado",Sinalização tátil,Sinalização visual,"Recursos Sensoriais (Visual e Tátil), Acesso e mobilidade (Locomoção), Recursos de Comunicação (Auditiva e Idiomas)"
83825,Não possui,Não possui,Opção de site em inglês,
83826,"Vaga de estacionamento exclusiva para deficientes e/ou idosos, Cadeira de rodas para uso do visitante",Não possui,"Guia, monitor e/ou mediador","Apoio humano ou equipamentos para assistência, Acesso e mobilidade (Locomoção)"
83827,Não possui,Não possui,Não possui,
83828,"Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos",Não possui,Não possui,Acesso e mobilidade (Locomoção)
83830,Não possui,Não possui,Não possui,
83829,"Corrimão nas escadas e rampas, Rampa de acesso, Sanitário adaptado, Cadeira de rodas para uso do visitante, Banheiros adaptados, Elevador adaptado","Maquetes táteis ou mapas em relevo, Piso tátil e educador com especificidade em Libras","Guia, monitor e/ou mediador, Sinalização visual, Material de divulgação impresso","Apoio humano ou equipamentos para assistência, Acesso e mobilidade (Locomoção), Recursos de Comunicação (Auditiva e Idiomas)"
83831,"Corrimão nas escadas e rampas, Rampa de acesso, Elevador, Sanitário adaptado, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos, Cadeira de rodas para uso do visitante, Banheiros adaptados, Elevador adaptado, Telefone público adaptado",Não possui,Não possui,"Apoio humano ou equipamentos para assistência, Acesso e mobilidade (Locomoção)"
83832,Não possui,Não possui,"Guia, monitor e/ou mediador, Material de divulgação impresso",Apoio humano ou equipamentos para assistência
83833,"Rampa de acesso, Sanitário adaptado",Não possui,"Guia, monitor e/ou mediador, Sinalização visual","Acesso e mobilidade (Locomoção), Recursos de Comunicação (Auditiva e Idiomas)"
83834,Museu de território,Não possui,"Guia, monitor e/ou mediador",
83835,Não possui,Não possui,Não possui,
83837,"Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos",Texto/Etiquetas em Braille,Não possui,Acesso e mobilidade (Locomoção)
83838,"Rampa de acesso, Sanitário adaptado, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos, Cadeira de rodas para uso do visitante, Banheiros adaptados, Circuito de visitação adaptado",Não possui,"Guia, monitor e/ou mediador, Sinalização visual, Material de divulgação impresso","Apoio humano ou equipamentos para assistência, Acesso e mobilidade (Locomoção), Recursos de Comunicação (Auditiva e Idiomas)"
83839,Não possui,Não possui,Não possui,
83840,Cadeira de rodas para uso do visitante,Não possui,Não possui,Apoio humano ou equipamentos para assistência
83841,Rampa de acesso,Não possui,Não possui,Acesso e mobilidade (Locomoção)
83842,"Rampa de acesso, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos, Banheiros adaptados",Não possui,"Sinalização visual, Material de divulgação impresso","Apoio humano ou equipamentos para assistência, Acesso e mobilidade (Locomoção), Recursos de Comunicação (Auditiva e Idiomas)"
83843,"Corrimão nas escadas e rampas, Cadeira de rodas para uso do visitante",Guia multimídia (audioguia com monitor),Audioguia,"Apoio humano ou equipamentos para assistência, Acesso e mobilidade (Locomoção), Recursos de Comunicação (Auditiva e Idiomas)"
83844,"Corrimão nas escadas e rampas, Elevador, Bebedouro adaptado",Não possui,Não possui,"Acesso e mobilidade (Locomoção)"
83845,Não possui,Tradução em libras nos vídeos,Algumas coleções em Espanhol,
83846,"Corrimão nas escadas e rampas, Rampa de acesso, Sanitário adaptado, Banheiros adaptados, Bebedouro adaptado",Sinalização tátil,Sinalização visual,"Recursos Sensoriais (Visual e Tátil), Acesso e mobilidade (Locomoção), Recursos de Comunicação (Auditiva e Idiomas)"
83847,"Sanitário adaptado, Banheiros adaptados, Elevador adaptado",Sinalização tátil,Não possui,"Recursos Sensoriais (Visual e Tátil), Acesso e mobilidade (Locomoção)"
83848,"Rampa de acesso, Circuito de visitação adaptado, Bebedouro adaptado",Não possui,Não possui,"Acesso e mobilidade (Locomoção)"
83849,"Rampa de acesso, Sanitário adaptado, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos, Cadeira de rodas para uso do visitante, Banheiros adaptados","Guia multimídia (audioguia com monitor), Maquetes táteis ou mapas em relevo, Obras e reproduções táteis, Tradutor de Língua Brasileira de Sinais (LIBRAS)",Material de divulgação impresso,"Apoio humano ou equipamentos para assistência, Acesso e mobilidade (Locomoção)"
83850,Não possui,Não possui,Não possui,
83851,"Sanitário adaptado, Banheiros adaptados",Texto/Etiquetas em Braille,Sinalização visual,"Acesso e mobilidade (Locomoção), Recursos de Comunicação (Auditiva e Idiomas)"
